Name,Year
Thomas R. Collins,2011
Pengli An,1997
A. J. Healey,1997
Jong-Kyu Park,1997
Stephen M. Smith,1997
Yoshiyuki Kaneda,2010
Kathleen A. Schwehr,2007
Philip A. McGillivary,2007
Ørnulf Jan Rødseth,2013
Beate Kvamstad,2013
Thomas Porathe,2013
H. Burmeister,2013
Soydan Redif,2006
John G. McWhirter,2006
Paul Baxter,2006
Thomas B. Cooper,2006
Per Espen Hagen,2007
Oivind Midtgaard,2007
Oe. Hasvold,2007
Prashant Kumar,2012
Preetam Kumar,2012
Poonam Priyadarshini,2012
Srija,2012
Lee Freitag,2012
Peter Koski,2012
Andrey K. Morozov,2012
Sandipa Singh,2012
Jim Partan,2012
Max Deffenbaugh,1996
James G. Bellingham,1996
Hans Rudolf Schmidt,1996
André Goalic,2006
Joel Trubuil,2006
Nicolas Beuzelin,2006
E Hammerstad,1991
Freddy Pohner,1991
François Parthiot,1991
J. V. Bennett,1991
Sam Gooch,2009
Jim Thomson,2009
Brian Polagye,2009
Dallas Meggitt,2009
E. Bejjani,1996
J.-C. Belfiore,1996
Joaquim Salvi,2008
Yvan Petillot,2008
Scott Thomas,2008
Josep Aulinas,2008
E.O. Belcher,1999
D.C. Lynn,1999
H.Q. Dinh,1999
T.J. Laughlin,1999
Benedetto Allotta,2015
Luigi Chisci,2015
Riccardo Costanzi,2015
Francesco Fanelli,2015
Claudio Fantacci,2015
Enrico Meli,2015
Alessandro Ridolfi,2015
Andrea Caiti,2015
Francesco Di Corato,2015
Davide Fenucci,2015
Gianni Cario,2015
Alessandro Casavola,2015
Marco Lupia,2015
Claudio Rosace,2015
K.Y. Foo,2004
Philip R. Atkins,2004
T.J.B. Collins,2004
Colin J Morley,2004
Jane C. Davies,2004
Adam S. Frankel,2002
William T. Ellison,2002
J. Buchanan,2002
Lina Pu,2012
Yu Luo,2012
Yibo Zhu,2012
Zheng Peng,2012
Jun-Hong Cui,2012
Shruti Khare,2012
Lei Wang,2012
Benyuan Liu,2012
Greg Baiden,2007
Y. Bissiri,2007
Louise E. Bird,2007
Alexei Sherman,2007
James M. Ryan,2007
Sharbari Banerjee,2013
Monika Agrawal,2013
Jeff Snyder,2010
Y. H. Zheng,2007
Chengshan Xiao,2007
T. Yang,2007
Wen Yang,2007
Brian Polagye,2010
J. Epler,2010
J. A. Thomson,2010
Frederick R. Driscoll,2008
Gabriel Alsenas,2008
P.P. Beaujean,2008
Salvatore Emanuele Ravenna,2008
Joyce S. Raveling,2008
E. Busold,2008
C. R. Slezycki,2008
Geoffrey G. Xie,2006
John Gibson,2006
L. Diaz-Gonzalez,2006
RG Huggett,1986
Michael A. Unger,1986
D. Westbrook,1986
Hugh B. Milburn,1996
A.I. Nakamura,1996
Frank I. Gonzalez,1996
Aaron Shafer,2008
Michael R. Benjamin,2008
John J. Leonard,2008
J. Curcio,2008
Bjørn Jalving,1999
David Ribas,2011
Pere Ridao,2011
Lluís Magí,2011
Narcis Palomeras,2011
Marc Carreras,2011
R. Galvin,1996
R.E.W. Coats,1996
T.R. Clem,2002
F. Blackmon,2002
E.M. Sozer,2002
Milica Stojanovic,2002
John G. Proakis,2002
S.M. Smith,1997
Jong-Kyu Park,1997
A. Neel,1997
Kjetil Bergh Anonsen,2010
Ove Kent Hagen,2010
Stojanovic,2003
Freitag,2003
Marc Hildebrandt,2008
J. Albiez,2008
Frank Kirchner,2008
Nuno Cruz,2010
Anibal Matos,2010
N.N. Soreide,2001
C.E. Woody,2001
S.M. Holt,2001
Baosheng Li,2008
Jie Huang,2008
Shengli Zhou,2008
Keenan Ball,2008
Milan Stojanovic,2008
Lee Freitag,2008
Peter Willett,2008
Scott Philips,2006
James W. Pitton,2006
Les Atlas,2006
Angelos Mallios,2009
Pere Ridao,2009
Emili Hernandez,2009
David Ribas,2009
Francesco Maurelli,2009
Yvan Petillot,2009
B. Strong,2000
Blair H Brumley,2000
Eugene A. Terray,2000
G. Stone,2000
Hans Rudolf Schmidt,1996
James G. Bellingham,1996
Marvin Johnson,1996
D. Herold,1996
David M. Farmer,1996
Rich Pawlowicz,1996
Tricia Fu,2006
Daniel Doonan,2006
Chris Utley,2006
Ronald A. Iltis,2006
Ryan Kastner,2006
Hua Lee,2006
P.H. Kraeutner,1999
J.S. Bird,1999
Jörg Ontrup,2009
Nils Ehnert,2009
Melanie Bergmann,2009
Tim Wilhelm Nattkemper,2009
Fredrik Dukan,2011
Martin Ludvigsen,2011
Asgeir J. Sørensen,2011
Hiroshi Sasaki,2004
Yoshikazu Sasai,2004
Shin Kawahara,2004
Mikito Furuichi,2004
Fumiaki Araki,2004
Akihiro Ishida,2004
Yoshiya Yamanaka,2004
Yasuaki Masumoto,2004
Hajime Sakuma,2004
Tyler Hayslett,2016
Taofeek Orekan,2016
Peng Zhang,2016
James Evans,2003
Yvan Petillot,2003
Paul Redmond,2003
M. G. Wilson,2003
David A. Lane,2003
John R. Delaney,2001
G.R. Heath,2001
Alan D. Chave,2001
Harold Kirkham,2001
Bruce M. Howe,2001
William S. D. Wilcock,2001
Patricia Beauchamp,2001
Andrew R. Maffei,2001
G. Loubet,1997
Vittorio Capellano,1997
R. Filipiak,1997
T. Austin,2000
R. Stokey,2000
K.M. Sharp,2000
N.A. Brokloff,1997
Tristan Crees,2010
Chris Kaminski,2010
James J. Ferguson,2010
Jean Marc Laframboise,2010
Alexander L. Forrest,2010
Jeff T. Williams,2010
Erin MacNeil,2010
David Hopkin,2010
Richard L. Pederson,2010
F. Traverso,2012
Gianni Vernazza,2012
Andrea Trucco,2012
Natalia Hurtos,2013
Sharad Nagappa,2013
Xavier Cufí,2013
Yvan Petillot,2013
Joaquim Salvi,2013
T. Maki,2006
Hiroki Kondo,2006
Tamaki Ura,2006
Tatsuya Sakamaki,2006
Fiona J. Rowe,1979
Jacques Young,1979
J. Thain,1986
Michael R. Moore,2006
Andrea L. Bogomolni,2006
Robert C. Bowman,2006
Phoebe Meredith Hamilton,2006
C. T. Harry,2006
Amy R. Knowlton,2006
Shane A. Landry,2006
David S. Rotstein,2006
Kathleen M. Touhey,2006
Parastoo Qarabaqi,2011
Milica Stojanovic,2011
Ahmed R. Mahmood,2015
Mandar Chitre,2015
D. Billon,1998
F. Fohanno,1998
R.L. Wernli,2000
J.-F. Lots,2000
David A. Lane,2000
Emanuele Trucco,2000
Francesco Pappalardi,2001
S.J. Dunham,2001
M.E. Leblang,2001
T.E. Jones,2001
J. A. Bangert,2001
Gilaad G. Kaplan,2001
Girard-Ardhuin,2003
Mercier,2003
Garello,2003
T. K. Venugopalan,2012
Tawfiq Taher,2012
George Barbastathis,2012
Antonio Baptista,2006
Christopher R. Barnes,2008
V. Tunnicliffe,2008
D. Crombie,1972
Lígia R. Rodrigues,1996
Pedro B. Tavares,1996
M G de Sousa Prado,1996
C. Albaladejo Perez,2011
M. Jimenez,2011
F. Soto,2011
R. Torres,2011
J. A. Lopez,2011
Andrés Iborra,2011
Brad Davidson,1986
Aldis O. Valkirs,1986
P. M. Seligman,1986
Jordi Ribas,2010
Daniel Sura,2010
Milica Stojanovic,2010
Maricor Soriano,2001
S. Marcos,2001
Caesar Saloma,2001
M. Quibilan,2001
P. Alino,2001
Michael J. Grimble,1979
R. Patton,1979
D. Wise,1979
John D. Boon,2008
J. M. Brubaker,2008
H.H. Wang,1995
Stephen M. Rock,1995
M.J. Lees,1995
Weinstein,2003
Fredrikson,2003
Claeson,2003
Forsberg,2003
Parks,2003
Jenses,2003
Zandiyeh,2003
Frigaard,2003
Kramer,2003
Andersen,2003
