Name,Year,Gender
Yngvar Berg,2003,M
Snorre Aunet,2003,F
O. Minnotahari,2003,M
Mats Hovin,2003,M
Jiwu Huang,2002,M
Yong Wang,2002,M
Yuankai Shi,2002,F
Ching-Chih Weng,2005,F
H. S. Chen,2005,M
Chiou-Shann Fuh,2005,F
Yiu-Tong Chan,1997,M
J.W. Plews,1997,M
Kai-Ming Ho,1997,M
Yuwen He,2002,F
Feng Wu,2002,M
Shipeng Li,2002,F
Yuzhuo Zhong,2002,M
Shiqiang Yang,2002,F
Yongje Lee,2007,F
Chae Eun Rhee,2007,F
Hyuk-Jae Lee,2007,F
G.L. Bernocchi,2007,M
Gian Carlo Cardarilli,2007,M
A. Del Re,2007,F
Alberto Nannarelli,2007,M
Marco Re,2007,M
Yasutaka Haga,2005,M
H. Zare-Hoseini,2005,F
L. Berkovi,2005,M
Izzet Kale,2005,M
Zhi Zhou,2005,F
Shijun Sun,2005,F
Shaw-Min Lei,2005,F
Ming-Ting Sun,2005,F
Di Zhong,1997,M
Shih-Fu Chang,1997,M
Kiran Gunnam,2007,F
Gwan Choi,2007,M
Weihuang Wang,2007,M
Mark Yeary,2007,M
Paul J. Hurst,1990,M
W.J. McIntyre,1990,M
Cesare Alippi,2006,M
Dario Cogliati,2006,M
Vanini Gc,2006,F
Ian A. Hiskens,2000,F
M.A. Pai,2000,F
Mohammed Ismail,1991,M
R.F. Wassenaar,1991,M
W. Morrison,1991,M
Rui Wang,2000,M
Hong-Jiang Zhang,2000,M
Ya-Qin Zhang,2000,F
T. Umeno,1991,M
Kazue Takahashi,1991,M
Fumio Ueno,1991,M
Tsuyoshi Inoue,1991,M
Ichirou Oota,1991,F
Benton H. Calhoun,2009,M
Sudhanshu Khanna,2009,F
Randy W. Mann,2009,M
Jiajing Wang,2009,M
Johannes Schemmel,2012,M
Andreas Grübl,2012,M
Stephan Hartmann,2012,M
Alexander Kononov,2012,M
Christian Mayr,2012,M
Karlheinz Meier,2012,M
