Name,Year,Gender
Zejian Yuan,2013,M
Yang Chang Wu,2013,M
Nanning Zheng,2013,M
Shipeng Li,2013,F
Y-Lan Boureau,2010,M
Francis Bach,2010,M
Yann LeCun,2010,M
Jean Ponce,2010,M
Jieshan Qiu,2018,M
Jiayuan Gu,2018,M
Zheng Gang Zhang,2018,M
Jifeng Dai,2018,M
Yichen Wei,2018,M
Heiko Hirschmüller,2007,M
Daniel Scharstein,2007,M
Jamie Shotton,2008,M
Matthew Johnson,2008,M
Roberto Cipolla,2008,M
Hemanth Venkateswara,2017,M
Jose Eusebio,2017,M
Shayok Chakraborty,2017,M
Sethuraman Panchanathan,2017,M
Orest Kupyn,2018,M
Volodymyr Budzan,2018,M
Mykola Mykhailych,2018,M
Dmytro Mishkin,2018,M
Jiri Matas,2018,M
Jianlong Fu,2017,M
Heliang Zheng,2017,M
Tao Mei,2017,F
Daniel DeTone,2018,M
Tomasz Malisiewicz,2018,M
Andrew Rabinovich,2018,M
Muhammad Haris,2018,M
Greg Shakhnarovich,2018,M
Norimichi Ukita,2018,F
Yang Yang,2011,M
Deva Ramanan,2011,M
Hang Zhang,2018,M
Kristin J. Dana,2018,F
Jianping Shi,2018,F
Zhongyue Zhang,2018,M
Xiaogang Wang,2018,M
Ambrish Tyagi,2018,F
Amit Agrawal,2018,M
Sean M. Bell,2016,M
C. Lawrence Zitnick,2016,M
Kavita Bala,2016,F
Ross Girshick,2016,M
Kaiming He,2017,M
Georgia Gkioxari,2017,F
Piotr Dollár,2017,M
Ross Girshick,2017,M
Rui Zhao,2013,M
Wanli Ouyang,2013,M
Xiaogang Wang,2013,M
Marc'Aurelio Ranzato,2007,M
Fu Qiang Huang,2007,M
Y-Lan Boureau,2007,M
Yann LeCun,2007,M
Tie Liu,2007,F
Jian Sun,2007,M
Nanning Zheng,2007,M
Xiaoou Tang,2007,F
Heung-Yeung Shum,2007,M
Iro Armeni,2016,F
Ozan Sener,2016,M
Amir Roshan Zamir,2016,M
Helen Jiang,2016,F
Ioannis Brilakis,2016,M
Martin R. Fischer,2016,M
Silvio Savarese,2016,M
Ying Zhang,2018,F
Tao Xiang,2018,M
Timothy M. Hospedales,2018,M
Huchuan Lu,2018,M
Michael E. Leventon,2000,M
W.E.L. Grimson,2000,M
Olivier Faugeras,2000,M
Jonathan Tompson,2015,M
Ross Goroshin,2015,M
Arjun Jain,2015,M
Yann LeCun,2015,M
Christoph Bregler,2015,M
Zdenek Kalal,2010,M
Jiri Matas,2010,M
Krystian Mikolajczyk,2010,M
Matthew Brand,1997,M
Nuria Oliver,1997,F
Alex Pentland,1997,M
