Name,Year
J.L. Holt,1991
J. K. Hwang,1991
Jun Yan,2016
Bo Tang,2016
Haibo He,2016
M. Sato,2001
H. Tsukimoto,2001
Ash,1989
Sabrina J. Goodman,1990
Richard A. Andersen,1990
David Verstraeten,2010
Joni Dambre,2010
Xavier Dutoit,2010
Benjamin Schrauwen,2010
A. R. Venkatachalam,1993
Simon Fölling,2001
Özgür Türel,2001
Konstantin K. Likharev,2001
Chris Yakopcic,2017
Zahangir Alom,2017
Tarek M. Taha,2017
Raqibul Hasan,2014
Tarek M. Taha,2014
Xue-Min Zhu,2014
Wei-Long Zheng,2014
Bao-Liang Lu,2014
Xiaoping Chen,2014
Shanguang Chen,2014
Chunhui Wang,2014
Gherrity,1989
M Polato,2014
Alessandro Sperduti,2014
A. Burattin,2014
de M Massimiliano Leoni,2014
Li,1989
Nasrabadi,1989
Madan M. Gupta,1991
J. Qi,1991
Gerald Tesauro,1990
Bhasker Soni,2008
P. Hingston,2008
Jörg A. Walter,1990
H. Riter,1990
Klaus Schulten,1990
Bruno Azzerboni,2004
Mario Carpentieri,2004
Fabio La Foresta,2004
Francesco Carlo Morabito,2004
Aleksandar Lazarevic,2001
Zoran Obradovic,2001
Irena Koprinska,2018
Dengsong Wu,2018
Zheng Wang,2018
Pablo Barros,2018
Nikhil Churamani,2018
Egor Lakomkin,2018
Henrique Siqueira,2018
Alexander Sutherland,2018
Stefan Wermter,2018
Ratnesh Kuma,2019
Edwin Weill,2019
Farzin Aghdasi,2019
Parthasarathy Sriram,2019
Holger Fröhlich,2005
Andreas Zell,2005
Bogdan M. Wilamowski,1999
Yixin Chen,1999
Aleksander Malinowski,1999
Charles C. Jorgensen,2003
D.D. Lee,2003
S. Agabont,2003
M. S. Kim,1990
Clark C. Guest,1990
Kunal Dahiya,2016
Dinesh Singh,2016
C. Krishna Mohan,2016
Zhiyuan Shi,2018
Min Xu,2018
Quan Pan,2018
Bing Yan,2018
Haimin Zhang,2018
Zhang,1989
Thomopoulos,1989
Andrea Dal Pozzolo,2015
Giacomo Boracchi,2015
Olivier Caelen,2015
Cesare Alippi,2015
Gianluca Bontempi,2015
Brian Scassellati,2003
Adiel Ismail,2000
Andries P. Engelbrecht,2000
Alain Billard,2000
Auke Jan Ijspeert,2000
John R. Koza,1992
Wang Ruishuang,2019
Zhao Li,2019
Jian Cao,2019
Tong Chen,2019
Lei Wang,2019
Mark D. McDonnell,2015
Tony Vladusich,2015
Shuo Wang,2013
Leandro L. Minku,2013
Diego Ghezzi,2013
Daniele Caltabiano,2013
Peter Tino,2013
Xin Yao,2013
S.A. Shah,1990
Francesco Palmieri,1990
Johan Himberg,2000
Giovanni Magenes,2000
Maria G. Signorini,2000
Domenico Arduini,2000
Da Deng,2000
Jian Yang,2000
Benjamin Schrauwen,2005
Joris Van Campenhout,2005
Lale Ozyilmaz,2003
Tulay Yildirim,2003
Thomas Lampe,2013
Martin Riedmiller,2013
Stork,1989
Guo,1989
Cherkassky,1989
A. Zeiler,2010
Rupert Faltermeier,2010
I. R. Keck,2010
Ana Maria Tomé,2010
Carlos G. Puntonet,2010
Elmar Lang,2010
Wei Qiao,2006
Ganesh K. Venayagamoorthy,2006
R.G. Harley,2006
J. Connor,1991
Les Atlas,1991
Ming Zhu,2010
Lipo Wang,2010
Leonid Perlovsky,2009
Regina Stathacopoulou,1999
George D. Magoulas,1999
Maria Grigoriadou,1999
Fahad Al-Qahtani,2013
Sven F. Crone,2013
Joachim M. Buhmann,1990
Martin Lades,1990
C. von der Malsburg,1990
Xin Jin,2008
Steve Furber,2008
James H. Woods,2008
Ah-Hwee Tan,2004
Kittipat Kampa,2011
Erion Hasanbelliu,2011
Jose C. Principe,2011
Raghavendra V. Kulkarni,2009
Ganesh K. Venayagamoorthy,2009
D.F. Specht,1991
P.D. Shapiro,1991
Joonatas Wehrmann,2017
Willian Becker,2017
Henry E. L. Cagnini,2017
Rodrigo Barros,2017
Maximilian Kohlbrenner,2020
Alexander Bauer,2020
Shinichi Nakajima,2020
Alexander Binder,2020
Wojciech Samek,2020
Sebastian Lapuschkin,2020
Alireza Khotanzad,2003
Nayera Sadek,2003
Andreas Rauber,1999
Bogdan M. Wilamowski,2003
David Hunter,2003
Aleksander Malinowski,2003
Erik Marchi,2015
Fabio Vesperini,2015
Felix Weninger,2015
Florian Eyben,2015
Stefano Squartini,2015
Björn Schuller,2015
Anil K. Jain,1992
Jirong Mao,1992
Ji He,2004
Man Lan,2004
Chew Lim Tan,2004
Sam-Yuan Sung,2004
Hwee-Boon Low,2004
D.R. Wilson,2001
Tony Martinez,2001
Rozita Dara,2002
Stefan C. Kremer,2002
Deborah Stacey,2002
Zhengjun Pan,2000
Alistair G. Rust,2000
Hamid Bolouri,2000
Masayuki Hagiwara,1990
Man Lan,2005
Sam-Yuan Sung,2005
Hwee-Boon Low,2005
Chew Lim Tan,2005
Heng Wang,2015
Zubin Abraham,2015
Bruce R. Guile,1992
Carpenter,1989
Grossberg,1989
Gori,1989
Bengio,1989
De Mori,1989
Alexander Grushin,2013
Derek Monner,2013
James A. Reggia,2013
Ajay Mishra,2013
Luttrell,1989
Davide Anguita,2010
Alessandro Ghio,2010
Noemi Greco,2010
Luca Oneto,2010
Sandro Ridella,2010
Mario Ventresca,2006
Hamid R. Tizhoosh,2006
K. Bergerson,1991
Donald C. Wunsch,1991
Moritoshi Yasunaga,1990
Noriyuki Masuda,1990
Masayoshi Yagyu,1990
M. Asai,1990
M. Yamada,1990
A. Masaki,1990
Chien-Cheng Yu,2002
Bin-Da Liu,2002
Zhenbing Zhao,2016
Guozhi Xu,2016
Yincheng Qi,2016
Ning Liu,2016
Tiefeng Zhang,2016
D. I. Prokhorov,2005
G. Ongun,2001
Ugur Halici,2001
Kemal Leblebicioglu,2001
Volkan Atalay,2001
Meral Beksac,2001
Sinan Beksaç,2001
Yamada,1989
Kami,1989
Tsukumo,1989
Temma,1989
J. Weng,1992
Narendra Ahuja,1992
Thomas S. Huang,1992
Wei Liu,2006
Puskal Prasad Pokharel,2006
Jose C. Principe,2006
Catherine D. Schuman,2016
James S. Plank,2016
Adam Disney,2016
John V. Reynolds,2016
Tomasz Markiewicz,2005
Stanislaw Osowski,2005
Bozena Marianska,2005
Moszczynski L,2005
Aapo Hyvärinen,1999
Razvan Cristescu,1999
Erkki Oja,1999
A. Fan,2001
M. Palaniswami,2001
Ashraf M. Abdelbar,2005
S. Abdelshahid,2005
Donald C. Wunsch,2005
Keir Bovis,2000
Sameer Singh,2000
Jonathan E. Fieldsend,2000
C. Pinder,2000
Taicong Chen,2003
Dajian Han,2003
Francis T.K. Au,2003
LG Tham,2003
Boxun Li,2014
Erjin Zhou,2014
Bo Huang,2014
Jiayi Duan,2014
Yu Wang,2014
Ningyi Xu,2014
Jiliang Zhang,2014
Huazhong Yang,2014
Rafael Gomes Mantovani,2015
André L. Rossi,2015
