Name,Year
A. Oruk,2006
G.L. Sorensen,2008
Jens Jensen,2008
Jesper Udesen,2008
I.K. Holfort,2008
Jens Jensen,2008
S. Michau,2004
Pascal Mauchamp,2004
Remi Dufait,2004
Firas Sammoura,2012
Katherine Smyth,2012
Stephen Bathurst,2012
Sang-Gook Kim,2012
Stanislav Emelianov,2006
Salavat R. Aglyamov,2006
Andrei B. Karpiouk,2006
Srivalleesha Mallidi,2006
Sung Keun Park,2006
Shriram Sethuraman,2006
Jagdeep Shah,2006
Richard W. Smalling,2006
J. Peter Rubin,2006
W. G. Scott,2006
Jun-ichi Kushibiki,1987
Takuya Ueda,1987
Noriyoshi Chubachi,1987
Gregory L. Wojcik,1997
B. Fomberg,1997
Robert C. Waag,1997
Laura Carcione,1997
Jeremy Mould,1997
Lisa Nikodym,1997
Tobin A. Driscoll,1997
R. Fachberger,2004
Gudrun Bruckner,2004
Reiner Hauser,2004
J. Biniasch,2004
Leonhard Reindl,2004
Clemens Ruppel,2004
Yongli Huang,2004
Edward Hæggström,2004
Xuefeng Zhuang,2004
Arif Sanli Ergun,2004
Butrus T. Khuri-Yakub,2004
J.A. Kusters,1981
G. W. Lockwood,1995
F. Stuart Foster,1995
Victor Plessky,1993
Clinton S. Hartmann,1993
Shinichi Shikata,1993
H. Nakahata,1993
Kenji Higaki,1993
Akihiro Hachigo,1993
Naoji C O Itami Works Fujimori,1993
Yoshihisa Yamamoto,1993
Nobuo Sakairi,1993
Yuta Takahashi,1993
T. Shiosaki,1978
Robert Williamson,1973
V. S. Dolat,1973
Howard A. Smith,1973
Wan-Thai Hsu,1998
C. N. Nguyen,1998
Erdal Oruklu,2004
Jafar Saniie,2004
P.-C. Eccardt,2005
A. Lohfink,2005
H.-G. v. Garssen,2005
Curt A. Flory,1987
R.L. Baer,1987
T.A. Shoup,1988
John Hart,1988
G.G. Fattinger,2004
Jyrki Kaitila,2004
Robert Aigner,2004
Winfried Nessler,2004
J. Machui,1992
Werner Ruile,1992
Victor Plessky,1994
D.P. Chen,1994
Clinton S. Hartmann,1994
Ira O. Wygant,2005
Xuai Zhuang,2005
David T. Yeh,2005
Srikant Vaithilingam,2005
Amin Nikoozadeh,2005
Omer Oralkan,2005
Arif Sanli Ergun,2005
Mustafa Karaman,2005
Butrus T. Khuri-Yakub,2005
Mark L. Palmeri,2015
Kathy Nightingale,2015
Shana Fielding,2015
Ned C. Rouze,2015
Yufeng Deng,2015
Ted Lynch,2015
Shigao Chen,2015
Pengfei Song,2015
Matthew W. Urban,2015
Hua Xie,2015
Keith A. Wear,2015
Brian S. Garra,2015
Andy Milkowski,2015
Stephen J. Rosenzweig,2015
Paul L. Carson,2015
Richard G. Barr,2015
Vijay Shamdasani,2015
Michael J. MacDonald,2015
Michael Wang,2015
Gilles Guenette,2015
Yasuo Miyajima,2015
Yoko Okamura,2015
Manish Dhyani,2015
Anthony E. Samir,2015
Zaegyoo Hah,2015
Glen McLaughlin,2015
Albert O. Gee,2015
Yuling Chen,2015
David J. Napolitano,2015
Steve McAleavey,2015
Nancy A. Obuchowski,2015
Timothy J. Hall,2015
Reinhard Lerch,1994
H. Landes,1994
H. Kaarmann,1994
L. Solie,1998
Takahiko Yanagitani,2010
Kazuki Arakawa,2010
Kazuhiko Kano,2010
Akihiko Teshigahara,2010
Morito Akiyama,2010
S.J. Kerbel,1974
Larry A. Coldren,1976
R.L. Rosenberg,1976
R.C.M. Li,1975
J.A. Alusow,1975
R.C. Williamson,1975
H. Gerard,1974
O.W. Otto,1974
R. D. Weglein,1974
Kenneth Meade Lakin,1975
T. Joseph,1975
V. S. Dolat,1976
Robert Williamson,1976
Alireza Baghai-Wadji,1984
Siegfried Selberherr,1984
Frank Seifert,1984
J. Heighway,1994
S.N. Kondratiev,1994
Victor Plessky,1994
Yuhki Satoh,1998
Tatsuji Nishihara,1998
Osamu Ikata,1998
