Name,Year
Tehseen Zia,2010
Peter Palensky,2010
Xianglian Xu,2004
Yunping Zou,2004
Kai Ding,2004
Fei Liu,2004
Johannes Falck,2015
Markus Andresen,2015
Marco Liserre,2015
Shibashis Bhowmik,1998
R. Spee,1998
Hu Yuwen,2002
Tian Cun,2002
Gao Yikang,2002
You ZhiQing,2002
L. G. Tang,2002
Md. Mustafizur Rahman,2002
Fuqiang Wang,2008
Yunqing Pei,2008
Dushan Boroyevich,2008
Rolando Burgos,2008
Khai D. T. Ngo,2008
Shinji Shinnaka,1998
Denis Candusso,2002
Ianko Valero,2002
Angelika Walter,2002
Seddik Bacha,2002
E. Rulliere,2002
Bertrand Raison,2002
Takaaki Yokoyama,2003
M. Horiuchi,2003
Satoshi Shimogata,2003
Dumidu Wijayasekara,2014
Milos Manic,2014
Miles McQueen,2014
John O’Donovan,1994
P.J. Roche,1994
R.C. Kavanagh,1994
Michael G. Egan,1994
J. Brendan Murphy,1994
K. E. Lim,1994
Norbert C. Cheung,1994
Md. Mustafizur Rahman,1994
Fonkwe Fongang Edwin,2012
Huiqing Wen,2012
Vinod Khadkikar,2012
Dong Hyun Yang,2010
Youzhi Xu,2010
Mikael Gidlund,2010
M. Zygmanowski,2013
Boguslaw Grzesik,2013
Marek Fulczyk,2013
Radoslaw Nalepa,2013
Shahin Hedayati Kia,2010
Godelieve Gheysen,2010
Augustin Mpanda-Mabwe,2010
Roger Ceschi,2010
Fritz Schimpf,2010
Lars Norum,2010
Rae-Young Kim,2004
See-Young Choi,2004
In-Young Suh,2004
Edwin Hou,1990
R. Hong,1990
Nirwan Ansari,1990
Hui Li,2007
Zhe Chen,2007
Mauro Tonelli,2001
Pedro Eduardo Battaiotto,2001
Maria Ines Valla,2001
Kaiyuan Li,2015
King Jet Tseng,2015
Francesco Ricci,2002
Hoang Le-Huy,2002
M. Jones,2008
Drazen Dujic,2008
Emil Levi,2008
J. J. Poza,2002
E. Oyarbide,2002
Daniel Roye,2002
Dezso Sera,2008
Remus Teodorescu,2008
Pedro Rodriguez,2008
L. Charaabi,2002
Eric Monmasson,2002
Ilhem Slama-Belkhodja,2002
Timo Blender,2016
Thiemo Buchner,2016
Benjamin Fernandez,2016
Benno Pichlmaier,2016
Christian Schlegel,2016
D. M. Lee,2003
S. Redd,2003
Robert Schoenberger,2003
Xiaoqian Xu,2003
Pengcheng Zhan,2003
Abhisek K. Behera,2014
Bijnan Bandyopadhyay,2014
M. Willers,1994
Michael G. Egan,1994
J. Brendan Murphy,1994
S. Daly,1994
Brian K. Perera,2013
Phil Ciufo,2013
Sarath Perera,2013
Fang Luo,2007
Hong Ye,2007
Dezso Sera,2005
Tamas Kerekes,2005
M. Lungeanu,2005
P. Nakhost,2005
Remus Teodorescu,2005
G.K. Andersen,2005
Marco Liserre,2005
Mariusz Malinowski,2005
Marian P. Kazmierkowski,2005
W. Szczygiel,2005
S. Bernet,2005
