Name,Year,Gender
Harihar Panda,2016,F
Nishi Gupta,2016,F
Nishant Kumar,2016,M
Satbir Jain,2016,M
Chithra Madhu,2017,F
Anu Anna George,2017,F
Leena Mary,2017,F
Yogesh Paul,2017,M
Vibha Goyal,2017,M
Ram Avtar Jaswal,2017,M
Tariqul Islam,2019,M
Asif Imran,2019,M
Asiful Arefeen,2019,M
Md. Mahmudul Hasan,2019,M
Celia Shahnaz,2019,F
Amruta S. Dixit,2020,M
Sumit Kumar,2020,M
Hidehiko Fujisaki,1998,F
Shigeaki Ohno,1998,M
Nuanwan Soonthornphisaj,2002,M
K. Chaikulseriwat,2002,F
Piyanan Tang-On,2002,M
Soharab Hossain Shaikh,2014,M
Khalid Saeed,2014,M
Nabendu Chaki,2014,M
Hridoy Jyoti Mahanta,2015,F
Abul Kalam Azad,2015,M
Ajoy Kumar Khan,2015,M
Surender Kumar Soni,2012,M
Narottam Chand,2012,M
Dhirendra P. Singh,2012,M
T. M. Benazir,2013,M
B. M. Imran,2013,M
Udit Satija,2015,F
Madhusmita Mohanty,2015,F
Barathram Ramkumar,2015,M
M. Asim,2007,M
Varun Jeoti,2007,F
M. Balakumar,2008,M
V. Vaidehi,2008,F
Xiangzhi Bai,2010,M
Fugen Zhou,2010,F
