Name,Year,Gender
Arne Fredheim,2015,M
Esten Ingar Grøtli,2015,F
Dariusz Fathi,2015,M
Frode Oppedal,2015,M
Ingrid Bouwer Utne,2015,F
Ingrid Schjølberg,2015,M
K. Seine,2004,M
Satoshi Kuwabara,2004,M
Mikami S,2004,F
Yuta Takahashi,2004,M
Masayuki Yoshikawa,2004,F
H. Narumi,2004,F
Kiyoto Koganezaki,2004,M
Toshihiko Wakabayashi,2004,M
A. Nagano,2004,F
B. Fletcher,2000,M
Colin Ware,2001,M
Matthew D Plumlee,2001,M
Roland J. Arsenault,2001,M
Lucio Mayer,2001,M
Shep Smith,2001,M
A. Pedro Aguiar,1997,M
Antonio M. Pascoal,1997,M
Jan Opderbecke,1997,M
J.T. Shelton,2007,M
Michel Blain,2003,M
Sylvain Lemieux,2003,M
R. Houde,2003,M
Andrey K. Morozov,2006,M
James C. Preisig,2006,M
P. Gibbs,1987,M
G. Bryan,1987,M
Jörg Kalwa,2011,F
Oscar Pizarro,2008,M
Paul Rigby,2008,M
Matthew Johnson-Roberson,2008,M
Steven Williams,2008,M
Jamie Colquhoun,2008,M
Su Ying Wen,2007,F
Peng-Yong Kong,2007,M
J. Shankar,2007,M
Haiguang Wang,2007,M
Yu Ge,2007,M
Chee-Wei Ang,2007,F
Klaus-Werner Gurgel,1994,M
A. Huster,2002,M
Eric W. Frew,2002,M
Stephen M. Rock,2002,M
J. Downing,1983,M
N. Pican,1998,M
Emanuele Trucco,1998,M
M. P. Ross,1998,M
David A. Lane,1998,F
Yvan Petillot,1998,M
I. Tena Ruiz,1998,F
David Wettergreen,1998,M
Chris Gaskett,1998,M
Alexander Zelinsky,1998,F
A. H. Mahmood,2016,M
Mohammed Bennamoun,2016,M
S.H. An,2016,M
Ferdous Sohel,2016,M
Farid Boussaid,2016,M
Renae Hovey,2016,F
Gary A. Kendrick,2016,M
Rebecca Fisher,2016,F
Harold Kirkham,2001,M
Bruce M. Howe,2001,M
V. Vorperian,2001,M
P. Bowerman,2001,M
Srinivasa G. Narasimhan,2005,M
Shree K. Nayar,2005,F
Kevin R. DeMarco,2011,M
Michael West,2011,M
Thomas R. Collins,2011,M
Pengli An,1997,M
A. J. Healey,1997,F
Jong-Kyu Park,1997,M
Stephen M. Smith,1997,M
Yoshiyuki Kaneda,2010,M
Kathleen A. Schwehr,2007,F
Philip A. McGillivary,2007,F
Ørnulf Jan Rødseth,2013,M
Beate Kvamstad,2013,M
Thomas Porathe,2013,M
H. Burmeister,2013,M
Soydan Redif,2006,M
John G. McWhirter,2006,M
Paul Baxter,2006,M
Thomas B. Cooper,2006,M
Per Espen Hagen,2007,M
Oivind Midtgaard,2007,M
Oe. Hasvold,2007,M
Prashant Kumar,2012,M
Preetam Kumar,2012,M
Poonam Priyadarshini,2012,F
Srija,2012,F
Lee Freitag,2012,F
Peter Koski,2012,M
