Name,Year,Gender
Sharad Agarwal,2011,M
Stefan Saroiu,2011,M
Colin Dixon,2011,M
Jaime Ruiz,2011,M
Yan Li,2011,M
Edward Lank,2011,M
Toby Sharp,2015,M
Cem Keskin,2015,M
Duncan A. Robertson,2015,M
Jonathan Taylor,2015,M
Jamie Shotton,2015,M
David H. Kim,2015,M
Christoph Rhemann,2015,M
Ido Leichter,2015,M
Alon Vinnikov,2015,M
Yichen Wei,2015,M
Daniel Z. Freedman,2015,M
Pushmeet Kohli,2015,F
Eyal Krupka,2015,F
Andrew Fitzgibbon,2015,M
Shahram Izadi,2015,M
Brad A. Myers,1992,M
Mary Beth Rosson,1992,F
Majken Kirkegaard Rasmussen,2012,M
Esben Rahbek Gjerdrum Pedersen,2012,M
Marianne G. Petersen,2012,F
Kasper Hornbæk,2012,M
Allan MacLean,1990,M
Kathleen Carter,1990,F
Lennart Lövstrand,1990,M
Thomas M. Moran,1990,M
Mare Hassenzahl,2000,M
Axel Platz,2000,M
Michael Burmester,2000,M
Katrin Lehner,2000,F
Henry Lieberman,1997,M
Motahhare Eslami,2015,F
Aimee Rickman,2015,M
Kristen Vaccaro,2015,F
Amirhossein Aleyasen,2015,M
Andy Vuong,2015,M
Karrie Karahalios,2015,F
Kevin Hamilton,2015,M
Christian Sandvig,2015,M
Ben Piper,2002,M
Carlo Ratti,2002,M
Hiroshi Ishii,2002,M
J. Callahan,1988,M
Don Hopkins,1988,M
M. Weiser,1988,M
Ben Shneiderman,1988,M
Steve Whittaker,1994,M
David Frohlich,1994,M
Owen Daly-Jones,1994,F
Munmun De Choudhury,2013,M
Scott E. Counts,2013,M
Eric Horvitz,2013,M
Predrag Klasnja,2011,F
Sunny Consolvo,2011,M
Wanda Pratt,2011,F
Alan Wexelblat,1999,M
Pattie Maes,1999,F
Sharon Oviatt,1997,F
Antonella DeAngeli,1997,F
Karen Kuhn,1997,F
A. W. Rivadeneira,2007,F
Daniel Gruen,2007,M
Michael Muller,2007,M
David R. Millen,2007,M
Florian Mueller,2003,M
Stefan Agamanolis,2003,M
Rosalind Picard,2003,M
Carlos Jensen,2004,M
Colin Potts,2004,M
Min Goo Lee,2015,F
Daniel Kusbit,2015,M
Evan Metsky,2015,F
Laura Dabbish,2015,F
Steve Benford,1995,M
John E. Bowers,1995,M
Lennart E. Fahlén,1995,M
Chris Greenhalgh,1995,M
Dave Snowdon,1995,M
I. Scott MacKenzie,1999,M
Shawn Zhang,1999,M
Clifton Forlines,2007,M
Daniel Wigdor,2007,M
Chia Shen,2007,F
Ravin Balakrishnan,2007,M
Gazihan Alankus,2010,M
Amanda Lazar,2010,F
Matthew May,2010,M
Caitlin Kelleher,2010,F
Anthony Santella,2006,M
Maneesh Agrawala,2006,F
Doug DeCarlo,2006,M
David Salesin,2006,M
Michael B. Cohen,2006,M
Stuart K. Card,1996,M
George S. Robertson,1996,M
William S. York,1996,M
Simon Fothergill,2012,M
Helena M. Mentis,2012,F
Pushmeet Kohli,2012,F
Sebastian Nowozin,2012,M
R. William Soukoreff,2003,M
I. Z. Mackenzie,2003,F
Beverly L. Harrison,1998,M
Kenneth P. Fishkin,1998,M
Anuj Gujar,1998,M
Carlos Mochon,1998,M
Roy Want,1998,M
Jürgen Koenemann,1996,M
Nicholas J. Belkin,1996,M
Thomas Erickson,1999,M
David Smith,1999,M
Wendy A. Kellogg,1999,F
Mark R. Laff,1999,M
John R. Richards,1999,M
Erin Bradner,1999,M
Neil S. Patel,2010,M
Deepti Chittamuru,2010,F
Anupam Jain,2010,M
Paresh Dave,2010,M
Tapan S. Parikh,2010,M
Danding Wang,2019,M
Qian Yang,2019,M
Ashraf Abdul,2019,M
Brian Y. Lim,2019,M
Patrick Baudisch,2003,M
Ruth Rosenholtz,2003,F
Bill N. Schilit,1998,M
Gene Golovchinsky,1998,F
Morgan N. Price,1998,M
Theresa Jean Tanenbaum,2013,F
Amanda C de C Williams,2013,M
Audrey Desjardins,2013,F
Karen Tanenbaum,2013,F
Chia Shen,2004,F
Frédéric Vernier,2004,M
Clifton Forlines,2004,M
Meredith Ringel,2004,F
Thomas Fritz,2014,M
Elaine M. Huang,2014,F
Gail C. Murphy,2014,M
Thomas Zimmermann,2014,M
I. Scott MacKenzie,1993,M
Colin Ware,1993,M
Victoria Bellotti,2002,F
Maribeth Back,2002,F
W. Keith Edwards,2002,M
Rebecca E. Grinter,2002,F
Austin Henderson,2002,M
Cristina Lopes,2002,F
Elin Rønby Pedersen,1993,M
Kim McCall,1993,F
Thomas M. Moran,1993,M
Frank G. Halasz,1993,M
Kouichi Murakami,1991,M
Hitomi Taguchi,1991,F
William Gaver,1991,M
Randall K. Smith,1991,M
Tim O'Shea,1991,F
Jonathan Grudin,2001,M
Lena Mamykina,2008,F
Elizabeth D. Mynatt,2008,F
Patricia M. Davidson,2008,F
Daniel Greenblatt,2008,M
David B. Abrams,1998,M
Ronald M. Baecker,1998,M
Mark Chignell,1998,M
Matthew W. Kay,2015,M
Cynthia Matuszek,2015,F
Sean A. Munson,2015,M
David R. Millen,2006,M
Jonathan Feinberg,2006,M
Bernard J. Kerr,2006,M
Kristen Shinohara,2011,F
Jacob O. Wobbrock,2011,M
Timothy Sohn,2008,M
Kevin A. Li,2008,F
William G. Griswold,2008,M
James D. Hollan,2008,M
Gilly Leshed,2008,F
Eben M. Haber,2008,M
Tara Matthews,2008,M
Tessa Lau,2008,F
Luis von Ahn,2006,M
Mihir Kedia,2006,F
Manuel Blum,2006,M
Joyce C. Ho,2005,M
Stephen S. Intille,2005,M
Paul Denny,2013,M
Mike Scaife,1997,M
Yvonne Rogers,1997,M
Frances Aldrich,1997,M
Matt Davies,1997,M
Sidhant Gupta,2012,M
Daniel Morris,2012,M
Shwetak Patel,2012,M
Desney S. Tan,2012,M
Saranga Komanduri,2011,M
Richard Shay,2011,M
Patrick Gage Kelley,2011,M
Michelle L. Mazurek,2011,F
Lujo Bauer,2011,M
Nicolas Christin,2011,M
Lorrie Faith Cranor,2011,F
Serge Egelman,2011,M
Saul Greenberg,2001,M
Michael Rounding,2001,M
Josua Krause,2016,M
Adam Perer,2016,M
Kenney Ng,2016,M
Peter Wright,2008,M
John J. McCarthy,2008,M
Jaime Arguello,2006,M
Brian S. Butler,2006,M
Elisabeth Joyce,2006,F
Robert E. Kraut,2006,M
Kimberly S. Ling,2006,F
Carolyn Penstein Rosé,2006,F
Xiaoqing Wang,2006,M
Hiroshi Ishii,1998,M
Craig Wisneski,1998,M
Scott A. Brave,1998,M
Andrew Dahley,1998,M
Matt Gorbet,1998,M
Brygg Ullmer,1998,M
Paul Yarin,1998,M
Nicolas Ducheneaut,2009,M
Ming-Hui Wen,2009,F
Nick Yee,2009,F
Greg Wadley,2009,M
Joel Brandt,2010,M
Mira Dontcheva,2010,F
Marcos Weskamp,2010,M
Scott R. Klemmer,2010,M
Elena Rocco,1998,F
Yu Shi,2007,F
Natalie Ruiz,2007,F
Ronnie Taib,2007,M
Eric T. Choi,2007,M
Fang Chen,2007,M
Michael S. Bernstein,2013,M
Eytan Bakshy,2013,M
Moira Burke,2013,F
Brian Karrer,2013,M
Colin Ware,1993,M
Kevin Arthur,1993,M
Kellogg S. Booth,1993,M
Amy J. Ko,2004,M
Brad A. Myers,2004,M
Miika Silfverberg,2000,F
Ian R. A. Mackenzie,2000,F
Panu Korhonen,2000,M
Clayton Epp,2011,M
Michael Lippold,2011,M
Regan L. Mandryk,2011,M
Maia Garau,2003,F
Mel Slater,2003,M
Vinoba Vinayagamoorthy,2003,M
Andrea Brogni,2003,F
Anthony Steed,2003,M
M. Angela Sasse,2003,F
Philip Inglesant,2010,M
M. Angela Sasse,2010,F
Aileen Worden,1997,F
Nef Walker,1997,M
Krishna Bharat,1997,M
Scott E. Hudson,1997,M
Jeffrey Y.C. Wong,2007,M
Jason Hong,2007,M
Scott Lederer,2003,M
Jennifer Mankoff,2003,F
Anind K. Dey,2003,M
James Patten,2001,M
Hiroshi Ishii,2001,M
Jim Hines,2001,M
Gian Pangaro,2001,M
Jun Lin,2000,F
Mark F. Newman,2000,M
Jason Hong,2000,M
James A. Landay,2000,F
Patrick Baudisch,2009,M
Gerry Chu,2009,M
Tammy Toscos,2006,M
Anne Faber,2006,F
Shunying An,2006,F
Mona A. Gandhi,2006,F
Anna Bouch,2000,F
Allan Kuchinsky,2000,M
Nina Bhatti,2000,F
I. Scott MacKenzie,1991,M
Abigail Sellen,1991,F
William Buxton,1991,M
Bernd Fröhlich,2000,M
John Plate,2000,M
Rajalakshmi Nandakumar,2016,M
Vikram Iyer,2016,M
Desney S. Tan,2016,M
Shyamnath Gollakota,2016,M
Marek Bell,2006,M
Matthew Chalmers,2006,M
Louise Barkhuus,2006,F
Malcolm Hall,2006,M
Scott Sherwood,2006,M
Paul Tennent,2006,M
Barry Brown,2006,M
Duncan Rowland,2006,M
Steve Benford,2006,M
Mauricio Capra,2006,M
Alastair Hampshire,2006,M
A. M. Kidd,1994,F
Julie Rico,2010,M
Stephen Brewster,2010,M
Abigail Sellen,2007,F
Andrew M. Fogg,2007,M
Mike Aitken,2007,M
Steve Hodges,2007,M
Carsten Rother,2007,M
Ken Wood,2007,M
